class,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
i,0.0,1.0,63.0,0.0,63.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,281.0
i,0.0,1.0,60.0083327547,1.55413120308,60.0083327547,-0.016664352334,0.99986114004,57.0827625303,-0.785398163397,0.785398163397,0.616850275068,0.0,297.0
i,0.242535625036,0.970142500145,56.0089278598,1.55294108166,56.0089278598,0.0178542964169,0.999840599345,56.0,0.0,0.0,0.0,1.0,235.0
i,0.0,1.0,92.1954445729,1.50422816302,92.1954445729,-0.0650791373456,0.997880105966,90.4574174195,-2.35619449019,2.35619449019,1.8505508252,1.0,203.0
i,0.0,1.0,58.2151183113,1.48013643959,58.2151183113,-0.085888342153,0.996304768975,58.4279932951,-2.35619449019,2.35619449019,1.8505508252,0.0,297.0
i,0.0,1.0,63.0317380373,1.53854944436,63.0317380373,-0.0317300468348,0.999496475295,62.1327459504,-0.785398163397,0.785398163397,0.616850275068,0.0,266.0
i,-0.0712470499879,0.997458699831,102.961157725,1.37340076695,102.961157725,-0.194248010046,0.98095245073,101.173205062,-5.49778714378,5.49778714378,4.31795192548,0.0,218.0
i,0.0,1.0,68.0,0.0,68.0,0.0,1.0,67.0,0.0,0.0,0.0,1.0,203.0
i,0.0,1.0,75.1664818919,1.50422816302,75.1664818919,-0.0665190105238,0.997785157857,74.4709521567,-0.785398163397,0.785398163397,0.616850275068,1.0,187.0
i,0.0,1.0,63.0713881249,1.52321322352,63.0713881249,-0.0475651494154,0.998868137724,59.1837302025,-1.57079632679,1.57079632679,1.23370055014,0.0,188.0
i,-0.196116135138,0.980580675691,76.3216876124,1.4711276743,76.3216876124,-0.0917170494913,0.995785108762,75.9796229678,-2.35619449019,3.92699081699,3.08425137534,0.0,297.0
i,0.164398987305,0.986393923832,64.1326749793,1.37340076695,64.1326749793,0.18711210789,0.982338566422,61.5747432888,-3.14159265359,3.14159265359,2.46740110027,1.0,188.0
i,-0.20601048105,0.978549784987,65.2763356815,1.4711276743,65.2763356815,-0.091916924217,0.995766679018,58.187976588,-0.785398163397,0.785398163397,0.616850275068,0.0,188.0
i,0.0,1.0,59.0,0.0,59.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,282.0
i,0.0766964988847,0.997054485502,53.0094331228,1.55193064077,53.0094331228,0.0188645669476,0.999822048224,51.1622776602,-0.785398163397,0.785398163397,0.616850275068,0.0,204.0
i,-0.894427191,-0.4472135955,75.742986474,0.785398163397,46.6690475583,0.707106781187,0.707106781187,108.18763136,-0.785398163397,2.35619449019,1.8505508252,0.0,438.0
i,-0.505719499712,0.862697970098,125.801430834,1.10714871779,72.6911273815,0.137568371275,0.990492273178,193.363960411,-0.785398163397,3.92699081699,3.08425137534,2.0,328.0
i,-0.26962992552,0.962964019714,134.629120178,1.2490457724,134.629120178,-0.259973473448,0.965615758521,127.825938627,-2.35619449019,2.35619449019,1.8505508252,7.0,172.0
j,0.0,1.0,110.063617967,1.2490457724,86.5390085453,-0.381330922953,0.924438601098,143.138293437,-8.63937979737,8.63937979737,6.78535302575,1.0,375.0
j,0.0,1.0,75.6637297521,0.785398163397,67.9558680321,-0.544471008486,0.838779661722,95.7926544457,-8.17573218837,8.17573218837,6.77743075893,0.0,375.0
j,0.0,1.0,77.8845299145,1.2490457724,57.008771255,-0.368364368109,0.929681500465,104.822503399,-7.85398163397,9.42477796077,7.40220330082,0.0,625.0
j,-0.209529088731,0.977802414077,107.967587729,1.2490457724,87.9204185613,-0.329843743632,0.94403554212,137.719198149,-8.17573218837,9.74652851517,8.01113130906,1.0,469.0
j,0.0,1.0,67.6756972628,1.10714871779,49.193495505,-0.4472135955,0.894427191,96.1588085558,-4.71238898038,6.28318530718,4.93480220054,0.0,563.0
j,0.242535625036,0.970142500145,79.6994353807,1.2490457724,69.89277502,-0.32907550163,0.944303613372,104.162437588,-3.14159265359,5.35589008918,4.9189576669,1.0,453.0
j,0.0,1.0,94.9210198007,1.2490457724,66.7083203206,-0.404747112058,0.914428660575,129.660325817,-7.39033402497,7.39033402497,6.16058048386,2.0,454.0
j,0.0,1.0,82.2800097229,1.10714871779,65.7419196556,-0.441118850072,0.897448694974,109.144617343,-7.39033402497,8.96113035177,7.39428103399,0.0,485.0
j,0.0,1.0,101.533245787,1.2490457724,79.8498591107,-0.375705108739,0.926739268223,132.084336324,-7.53223107958,9.10302740637,7.72861809223,0.0,625.0
j,-0.132163720091,0.991227900683,109.731490467,1.10714871779,89.1571646027,-0.392565198276,0.919724178818,139.759471899,-8.63937979737,8.63937979737,6.78535302575,3.0,485.0
j,-0.164398987305,0.986393923832,123.939501371,1.2490457724,96.1353212924,-0.322462125088,0.946582367195,158.437476571,-10.9955742876,10.9955742876,8.63590385095,1.0,532.0
j,0.242535625036,0.970142500145,89.2860571422,1.2490457724,65.192024052,-0.35280389487,0.935697286394,118.197908824,-7.39033402497,7.39033402497,6.16058048386,0.0,562.0
j,0.0,1.0,70.8801805867,1.2490457724,47.4236228055,-0.421730749716,0.906721111889,102.139273412,-6.28318530718,11.6390753964,9.85375986744,0.0,531.0
j,0.1788854382,0.9838699101,94.2019108086,1.40564764938,63.3482438588,-0.205214844297,0.978716949726,133.147323689,-3.46334320799,6.60493586158,5.54373020879,1.0,469.0
j,0.406138466053,0.91381154862,116.811814471,1.10714871779,96.3846460802,-0.383878568888,0.923383584622,143.261557589,-12.5663706144,12.5663706144,9.86960440109,1.0,547.0
j,0.0,1.0,120.07081244,1.2490457724,84.8645980371,-0.365287772723,0.930894646616,158.386534588,-7.85398163397,7.85398163397,6.16850275068,2.0,438.0
j,0.0,1.0,138.6001443,1.2490457724,99.9249718539,-0.390292829474,0.920690777222,185.191812748,-11.317324842,11.317324842,9.2448318592,2.0,422.0
j,-0.242535625036,0.970142500145,428.544046744,0.785398163397,169.664374575,0.996084183395,0.0884098387629,805.391165539,-19.6349540849,19.6349540849,15.4212568767,12.0,625.0
j,-0.196116135138,0.980580675691,302.301174328,0.785398163397,111.157545853,0.989586439285,0.143939845714,597.265736421,-21.9911485751,21.9911485751,17.2718077019,4.0,1000.0
j,0.0,-1.0,179.359973238,0.785398163397,55.3624421427,0.957327710787,0.289004591936,337.79220143,-15.2443156589,15.2443156589,12.3290832345,2.0,703.0
k,0.0,1.0,92.7038294786,1.10714871779,87.8464569576,0.38703894474,0.922063368351,222.461535309,-7.06858347058,8.63937979737,6.78535302575,3.0,829.0
k,0.0,1.0,117.618025829,0.785398163397,100.304536288,0.348937359118,0.937146050203,312.141131271,-14.6008145502,16.8151119857,13.5627837847,1.0,875.0
k,-0.116841247567,0.993150604323,105.118980208,1.10714871779,100.900941522,0.336964150058,0.941517478104,228.314890006,-9.42477796077,10.9955742876,8.63590385095,2.0,875.0
k,0.0,1.0,98.3514107677,1.10714871779,92.2279784014,0.162640450978,0.986685402601,220.360089299,-6.28318530718,9.42477796077,7.40220330082,1.0,1047.0
k,0.110431526075,0.993883734674,106.042444332,1.2490457724,103.07764064,0.242535625036,0.970142500145,259.143099576,-7.85398163397,12.5663706144,9.86960440109,2.0,860.0
k,-0.0905357460425,0.995893206468,91.3892772704,1.10714871779,84.403791384,0.236956180191,0.971520338783,247.545260211,-10.9955742876,10.9955742876,8.63590385095,1.0,859.0
k,0.0,1.0,103.445637897,1.2490457724,102.357217625,0.254012375514,0.967200968303,212.337640597,-10.2101761242,13.9952698865,11.7043106926,0.0,1016.0
k,0.0,1.0,82.8733974204,1.10714871779,82.2192191644,0.316227766017,0.948683298051,196.063369036,-8.83677535722,13.1543732179,11.1389837927,1.0,844.0
k,0.0,1.0,108.521887193,1.2490457724,101.202766761,0.207504208355,0.978234125102,240.033385408,-8.83677535722,13.1543732179,11.1389837927,1.0,875.0
k,0.0,1.0,90.1387818866,1.2490457724,88.5268320906,0.237216214611,0.971456878881,204.708116438,-6.92668641597,8.49748274277,7.38635876717,1.0,859.0
k,0.0,1.0,96.0052081921,1.10714871779,96.0052081921,0.374979656603,0.927033039936,199.502186449,-5.49778714378,8.63937979737,6.78535302575,1.0,750.0
k,0.0,1.0,98.2344135219,1.2490457724,97.2933707916,0.215842043801,0.976428293387,192.470192287,-9.42477796077,10.9955742876,8.63590385095,1.0,891.0
k,0.0,1.0,127.953116414,1.10714871779,125.538838612,0.382351792726,0.924016832422,338.678955933,-12.24462006,17.6005101491,14.1796340597,9.0,875.0
k,0.0,1.0,168.961534084,1.2490457724,166.865215069,0.239714430497,0.970843443513,338.088089256,-10.2101761242,10.2101761242,8.01905357589,4.0,844.0
k,0.099503719021,0.99503719021,98.0866963456,1.10714871779,94.8683298051,0.316227766017,0.948683298051,241.733500234,-8.96113035177,12.1027230054,9.86168213427,1.0,657.0
k,0.0,1.0,148.677503342,1.2490457724,137.186005117,0.131208719028,0.99135476599,298.112198504,-10.2101761242,11.780972451,9.25275412602,6.0,734.0
k,0.0,1.0,145.523194028,1.2490457724,134.082064423,0.126788023985,0.991929834703,306.428366144,-8.96113035177,10.5319266786,8.62798158413,6.0,750.0
k,0.707106781187,-0.707106781187,182.849665026,0.785398163397,95.707888912,0.898567515986,0.438835298505,567.506245704,-33.6302239715,33.6302239715,27.1255675693,6.0,1719.0
k,0.948683298051,-0.316227766017,188.353391262,0.785398163397,134.647688432,0.883787916347,-0.467887720419,584.192579454,-18.0641577581,26.5616405009,21.5739150937,6.0,2219.0
k,0.868243142124,-0.496138938357,195.780489324,0.0,162.963186027,0.914316930301,-0.404999445636,504.002618338,-19.9567046393,25.3125947285,20.9491425518,3.0,1969.0
l,0.752576694707,-0.658504607869,149.485785277,1.10714871779,38.0788655293,0.866622456874,-0.498964444867,268.370912717,-2.81984209919,6.60493586158,5.54373020879,8.0,469.0
l,0.474099823035,-0.880471099922,133.809566175,1.2490457724,24.0416305603,0.956673880429,-0.291161615783,259.315472606,-2.0344439358,5.81953769818,4.92687993372,2.0,531.0
l,0.707106781187,-0.707106781187,118.595952713,1.2490457724,19.2353840617,0.467887720419,0.883787916347,224.539847112,-1.15973177941,5.76695463657,5.99815090217,2.0,531.0
l,0.707106781187,-0.707106781187,91.4166286843,1.10714871779,14.4222051019,0.832050294338,0.554700196225,182.422241418,0.0,4.71238898038,3.70110165041,1.0,641.0
l,0.658504607869,-0.752576694707,138.003623141,1.10714871779,36.0693775937,0.693108716252,0.720833064902,252.367580886,-3.92699081699,3.92699081699,3.08425137534,2.0,594.0
l,1.0,0.0,152.200525623,1.10714871779,36.8781778292,0.759256602365,-0.650791373456,287.529610005,-3.60524026259,8.96113035177,7.39428103399,2.0,594.0
l,0.707106781187,-0.707106781187,133.135269557,1.10714871779,30.4138126515,0.723355544144,-0.690475746683,248.31023311,-2.13752554432,9.50154985204,8.53522323622,2.0,641.0
l,0.928476690885,-0.371390676354,156.320184237,1.2490457724,33.6154726279,0.386726676251,0.922194381829,286.599345624,-3.14159265359,4.71238898038,3.70110165041,2.0,562.0
l,0.6,-0.8,133.794618726,1.10714871779,19.2353840617,0.883787916347,-0.467887720419,261.34416708,-2.67794504459,6.74683291618,5.87806726702,3.0,531.0
l,0.0,-1.0,130.249760077,1.2490457724,14.1421356237,-0.141421356237,0.989949493661,250.66897419,-3.92699081699,5.49778714378,4.31795192548,3.0,609.0
l,0.554700196225,-0.832050294338,149.576067604,1.2490457724,26.5706605112,0.940887411869,-0.338719468273,297.824699272,-3.14159265359,4.71238898038,3.70110165041,2.0,1016.0
l,0.66436383883,-0.747409318684,150.416089565,1.10714871779,26.9258240357,0.928476690885,-0.371390676354,294.306270383,-1.57079632679,4.71238898038,3.70110165041,2.0,657.0
l,0.4472135955,-0.894427191,76.550636836,1.10714871779,12.0415945788,0.747409318684,-0.66436383883,153.602783227,-3.68201215386,6.82360480745,6.07574440277,1.0,641.0
l,0.371390676354,-0.928476690885,147.054411699,1.2490457724,16.9705627485,0.707106781187,0.707106781187,284.209104152,-6.28318530718,6.28318530718,4.93480220054,3.0,562.0
l,0.613940613515,-0.789352217376,103.121287812,1.10714871779,33.4215499341,0.777941180204,-0.628337107088,181.92367455,-6.28318530718,7.85398163397,6.16850275068,2.0,1125.0
l,0.707106781187,-0.707106781187,159.665274872,0.785398163397,33.1209903234,0.875577684027,-0.483077342911,299.396496543,-3.92699081699,8.63937979737,6.78535302575,2.0,953.0
l,0.707106781187,-0.707106781187,171.746906813,1.2490457724,25.8069758011,0.813733471207,-0.581238193719,330.780555413,-2.67794504459,9.88842556977,9.28081116695,5.0,672.0
l,0.894427191,-0.4472135955,154.922561301,0.785398163397,87.8179936004,0.865426285481,-0.501036270542,344.006912331,-11.4592218966,22.8145031837,19.6995974681,1.0,1875.0
l,0.961523947641,-0.274721127897,183.961952588,0.785398163397,83.8629834909,0.989709601841,0.143090544844,367.785344174,-0.141897054604,4.57049192578,4.30210739183,8.0,610.0
l,0.341743063087,-0.939793423488,195.757503049,1.10714871779,65.7343137182,0.973616310568,-0.228191322789,388.43950473,-3.306741331,7.68883295656,6.91064751475,6.0,546.0
m,0.0,1.0,88.0908621822,0.0,87.4585616163,0.777511072024,0.628869249431,246.566216226,-17.9222607035,17.9222607035,14.788562068,1.0,906.0
m,0.0,1.0,76.6941979553,0.0,75.4320886626,0.782160497556,0.623077006527,206.951253943,-14.3170204409,15.8878167677,13.546939251,1.0,984.0
m,0.171341174751,0.98521175482,91.0494371207,0.785398163397,78.5175139698,0.725952683906,0.687744647911,268.940276217,-18.7076588669,20.2784551937,16.6391128932,3.0,890.0
m,0.4472135955,0.894427191,101.138518874,0.0,79.649231007,0.878853431666,0.477091862904,292.944911778,-17.9222607035,22.6346496839,18.4896637184,2.0,1016.0
m,0.0,1.0,87.0459648691,0.0,70.2637886824,0.910853246034,0.412730377109,221.055915216,-17.1368625401,21.2057504117,17.5903002265,0.0,906.0
m,0.129339184068,0.991600411186,128.035151423,0.0,105.815877826,0.859984360287,0.510320389621,360.389943797,-21.0638533571,21.0638533571,17.2559631683,3.0,875.0
m,0.0,1.0,111.830228472,0.0,102.727795654,0.856632807503,0.515926577246,270.648271937,-20.4203522483,20.4203522483,16.0381071518,0.0,906.0
m,-0.14834045293,0.988936352868,113.811247247,0.0,107.447661678,0.78177597063,0.623559405145,273.253281931,-19.1713064759,19.1713064759,15.4133346099,1.0,750.0
m,0.242535625036,0.970142500145,99.3227063667,0.0,95.1892851113,0.850936110144,0.525269203793,237.130976675,-16.1716108769,19.3132035305,15.7476716681,0.0,1125.0
m,0.196116135138,0.980580675691,83.2165848855,0.0,75.7693869581,0.923855963606,0.38274032778,200.774667216,-19.6349540849,19.6349540849,15.4212568767,0.0,953.0
m,0.0,1.0,80.6039701255,0.0,78.816241981,0.812015371343,0.583636048153,186.474526981,-14.9225651046,16.4933614313,12.9538557764,0.0,1000.0
m,0.707106781187,0.707106781187,63.8122245342,0.0,60.5392434707,0.858946974209,0.512064542317,160.312772445,-17.2787595947,17.2787595947,13.5707060515,0.0,906.0
m,0.581238193719,0.813733471207,64.6606526413,0.0,62.6498204307,0.877895572914,0.478852130681,137.20628265,-16.8151119857,16.8151119857,13.5627837847,0.0,1203.0
m,0.554700196225,0.832050294338,71.8679344353,0.0,68.8839603972,0.885547225338,0.464549364112,170.495667393,-20.7421028027,20.7421028027,16.64703516,0.0,1109.0
m,0.0,1.0,46.5188133985,0.0,44.598206242,0.941741911595,0.336336396998,111.6289073,-13.9952698865,16.2095673221,14.1558672593,0.0,1312.0
m,0.1788854382,0.9838699101,89.3084542471,0.0,88.2043082848,0.838961287028,0.544191105099,222.245276708,-17.2787595947,18.8495559215,14.8044066016,0.0,1031.0
m,0.393919298579,0.919145030018,111.39569112,0.0,97.6165969495,0.87075356708,0.49171966141,276.712010569,-19.1713064759,19.1713064759,15.4133346099,1.0,812.0
m,0.0,-1.0,229.863002678,0.785398163397,177.544360654,0.89555083256,-0.444959218694,431.621387736,-21.2057504117,21.2057504117,16.6549574268,10.0,687.0
m,0.274721127897,-0.961523947641,155.595629759,0.0,129.653384067,0.994960532102,0.100267340444,328.742703483,-20.4203522483,20.4203522483,16.0381071518,1.0,1016.0
m,0.640184399664,0.768221279597,106.40018797,0.0,99.1261822124,0.857492925713,0.514495755428,264.491448786,-20.4203522483,20.4203522483,16.0381071518,0.0,938.0
n,0.6,0.8,52.3259018078,0.785398163397,52.3259018078,0.707106781187,0.707106781187,124.746782039,-14.9225651046,16.4933614313,12.9538557764,0.0,719.0
n,0.0,1.0,65.8559033041,0.785398163397,53.8237865632,0.817482433131,0.575953532433,144.458979591,-10.9955742876,10.9955742876,8.63590385095,0.0,687.0
n,-0.0766964988847,0.997054485502,59.5482997238,0.785398163397,55.6057550978,0.611447501076,0.791285001392,135.848775441,-13.3517687778,13.3517687778,10.4864546762,0.0,578.0
n,0.0,1.0,73.4302390027,0.785398163397,69.7782200977,0.429933580392,0.902860518824,190.100309949,-12.5663706144,12.5663706144,9.86960440109,0.0,532.0
n,-0.053975258015,0.998542273278,76.026311235,1.10714871779,68.4251415782,0.453049848126,0.891485185022,176.56541888,-7.65658607412,12.3689750545,11.4574763173,1.0,485.0
n,0.152057184254,0.988371697651,86.6083136887,0.785398163397,77.4209274034,0.581238193719,0.813733471207,190.739794749,-12.1027230054,12.1027230054,9.86168213427,2.0,407.0
n,0.0391855666954,0.999231950732,79.2590688817,0.785398163397,79.2590688817,0.492057256668,0.87056283872,204.416878201,-12.1027230054,12.1027230054,9.86168213427,1.0,453.0
n,0.104684784518,0.994505452921,94.3716058992,1.10714871779,94.3716058992,0.434452710742,0.900694644221,234.507679688,-13.3517687778,13.3517687778,10.4864546762,1.0,438.0
n,0.118212889785,0.992988274195,95.2942810456,0.785398163397,95.2942810456,0.472221412515,0.881479970029,218.226329741,-10.5319266786,10.5319266786,8.62798158413,1.0,406.0
n,0.0,1.0,72.1110255093,0.785398163397,57.2800139665,0.698323852075,0.715781948377,162.910697678,-10.9955742876,10.9955742876,8.63590385095,0.0,766.0
n,0.14834045293,0.988936352868,79.3221280602,0.785398163397,72.8010988928,0.604386481374,0.796691270902,186.419291668,-11.780972451,11.780972451,9.25275412602,2.0,390.0
n,0.0208288136818,0.999783056728,79.7558775264,0.785398163397,79.7558775264,0.501530435632,0.865140001465,210.498471037,-10.5319266786,12.1027230054,9.86168213427,2.0,391.0
n,-0.0263066820882,0.999653919353,80.5294977012,1.10714871779,78.3900503891,0.395458350213,0.918483910173,222.931229254,-11.4592218966,11.4592218966,9.57916891743,2.0,437.0
n,0.0598922907279,0.998204845466,86.8331733844,0.785398163397,86.8331733844,0.48368611169,0.875241535439,229.773278392,-13.3517687778,13.3517687778,10.4864546762,3.0,422.0
n,0.0525588331228,0.998617829333,105.118980208,1.10714871779,105.118980208,0.428086344739,0.903737838894,259.849316001,-12.24462006,12.24462006,10.1960191925,4.0,422.0
n,0.018515344006,0.999828576325,111.825757319,0.785398163397,102.95630141,0.485642931179,0.874157276122,288.038397321,-12.5663706144,14.1371669412,11.1033049512,4.0,484.0
n,0.115500858175,0.993307380301,94.6678403683,0.785398163397,84.6286003665,0.579000477235,0.815327202638,232.472859037,-12.1027230054,12.1027230054,9.86168213427,2.0,391.0
n,0.0,-1.0,79.61155695,0.785398163397,44.9221548904,0.957211427299,-0.289389501276,137.571798283,-10.9955742876,10.9955742876,8.63590385095,1.0,563.0
n,-0.894427191,-0.4472135955,86.3712915268,0.0,65.1459898996,0.951708617761,0.307002779923,195.394758699,-10.9955742876,12.5663706144,9.86960440109,0.0,1203.0
n,-0.503871025524,0.863778900898,210.04047229,0.785398163397,126.194294641,0.998460353205,0.0554700196225,526.537382682,-21.2057504117,22.7765467385,18.8240007766,5.0,1250.0
o,-0.114624107985,0.993408935871,109.658560997,0.0,7.28010988928,0.961523947641,-0.274721127897,206.732813983,0.0,0.0,0.0,6.0,250.0
o,-0.996684615823,-0.0813620094549,126.574088976,0.785398163397,37.6430604494,-0.956351571051,-0.292218535599,305.940727934,0.0,0.0,0.0,4.0,390.0
o,0.094809092628,0.995495472594,118.810773922,0.785398163397,61.2045749924,0.0816932394453,0.996657521232,300.72041995,0.0,0.0,0.0,2.0,484.0
o,-0.792623989105,0.60971076085,125.67020331,0.785398163397,37.483329628,-0.693641687066,0.720320213491,300.141280077,0.0,0.0,0.0,4.0,453.0
o,-0.419058177462,0.9079593845,141.240928912,0.785398163397,59.0338885726,-0.626758644817,0.779213450312,325.208281802,0.0,0.0,0.0,4.0,422.0
o,-0.0249921911602,0.999687646408,124.843902534,0.785398163397,36.6742416418,-0.190869659102,0.981615389669,280.138276829,0.0,0.0,0.0,3.0,453.0
o,-0.997199309888,0.0747899482416,154.50889942,0.785398163397,30.0,-1.0,0.0,363.311511587,0.0,0.0,0.0,3.0,562.0
o,-0.999763788824,0.0217339954092,178.361991467,0.785398163397,17.0880074906,-0.936329177569,-0.351123441588,398.466195424,0.0,0.0,0.0,3.0,562.0
o,0.549616501476,0.835417082244,175.93180497,0.785398163397,29.0,0.0,1.0,383.105280463,0.0,0.0,0.0,4.0,500.0
o,-0.954479978035,-0.298274993136,175.071414,0.785398163397,14.7648230602,-0.880471099922,0.474099823035,396.781624469,-0.785398163397,0.785398163397,0.616850275068,1.0,563.0
o,-0.40794006219,0.913008710616,167.40967714,0.785398163397,53.8516480713,-0.259973473448,0.965615758521,391.317053323,0.0,0.0,0.0,3.0,531.0
o,-0.716994918814,0.697078393292,185.234985896,0.785398163397,20.2484567313,-0.839570157152,0.543251278157,395.434760777,0.0,0.0,0.0,3.0,438.0
o,-0.303203657277,0.952925780013,172.800462962,0.785398163397,44.9221548904,-0.289389501276,0.957211427299,392.803821276,0.0,0.0,0.0,4.0,484.0
o,0.130938369255,0.99139051007,158.937094475,0.785398163397,17.0293863659,0.0587220219515,0.998274373175,351.022155841,0.0,0.0,0.0,4.0,453.0
o,-0.289004591936,0.957327710787,202.002475232,0.785398163397,49.3963561409,-0.364399348581,0.931242779706,459.187881525,0.0,0.0,0.0,4.0,469.0
o,-0.164398987305,0.986393923832,187.864312737,0.785398163397,21.8403296678,0.274721127897,0.961523947641,415.777129313,0.0,0.0,0.0,5.0,500.0
o,-0.155962573473,0.987762965329,198.600100705,0.785398163397,4.12310562562,-0.242535625036,0.970142500145,424.079670977,0.0,0.0,0.0,5.0,437.0
o,0.0,-1.0,128.689548915,0.785398163397,8.94427191,0.4472135955,-0.894427191,291.662003006,-4.71238898038,6.28318530718,4.93480220054,1.0,828.0
o,-0.832050294338,-0.554700196225,125.17587627,0.0,50.9215082259,0.942627225161,-0.333847142245,286.663279189,-2.0344439358,10.5319266786,8.62798158413,0.0,1015.0
o,-0.164398987305,-0.986393923832,126.063476075,0.0,49.040799341,0.937994498829,-0.346650140872,329.603145613,-1.2490457724,5.03413953478,4.31002965865,1.0,906.0
p,-0.0975714240314,-0.99522852512,182.49657531,1.10714871779,75.4254598925,-0.106064981392,-0.994359200552,317.448280275,-17.2787595947,17.2787595947,13.5707060515,3.0,375.0
p,-0.124034734589,-0.992277876714,155.080624193,1.2490457724,71.0070419043,0.0140831102547,-0.999900828085,260.121513693,-16.4933614313,16.4933614313,12.9538557764,4.0,391.0
p,-0.108059180768,-0.994144463069,146.536684827,1.10714871779,56.2938717802,-0.213167075217,-0.97701576141,253.726243762,-16.4933614313,16.4933614313,12.9538557764,3.0,438.0
p,-0.0434372242763,-0.999056158355,152.738338344,1.2490457724,77.2787163454,0.181162429477,-0.983453188589,246.73888816,-15.7079632679,15.7079632679,12.3370055014,2.0,375.0
p,-0.25766265056,-0.966234939601,163.27277789,1.10714871779,72.0277724215,0.0277670672404,-0.999614420653,276.002153413,-14.9225651046,14.9225651046,11.7201552263,2.0,344.0
p,0.0199960011996,-0.99980005998,139.617334167,1.10714871779,51.3517283059,-0.116841247567,-0.993150604323,248.28942229,-14.9225651046,14.9225651046,11.7201552263,4.0,343.0
p,-0.094809092628,-0.995495472594,126.087271364,1.10714871779,58.137767415,-0.0688020916154,-0.997630328423,220.320286535,-16.4933614313,16.4933614313,12.9538557764,2.0,422.0
p,-0.182907916183,-0.983130049484,122.800651464,1.2490457724,63.0079360081,0.0158710166267,-0.999874047484,197.825182691,-17.2787595947,17.2787595947,13.5707060515,2.0,406.0
p,0.0208288136818,-0.999783056728,136.926987844,1.2490457724,63.0,0.0,-1.0,225.781650319,-14.9225651046,14.9225651046,11.7201552263,3.0,343.0
p,-0.0208288136818,-0.999783056728,159.154013459,1.10714871779,69.0507060065,0.173785333909,-0.984783558818,263.383131703,-13.3517687778,13.3517687778,10.4864546762,2.0,328.0
p,-0.103606084259,-0.994618408891,169.068033643,0.785398163397,78.0576709875,0.0384331221012,-0.999261174631,291.083545251,-15.7079632679,15.7079632679,12.3370055014,2.0,375.0
p,-0.203954254112,-0.978980419738,149.696359341,1.10714871779,60.5309838017,0.132163720091,-0.991227900683,252.801904016,-17.2787595947,17.2787595947,13.5707060515,2.0,360.0
p,-0.0407823695143,-0.999168053101,152.777616162,1.2490457724,70.3491293478,0.099503719021,-0.99503719021,254.307897613,-15.7079632679,15.7079632679,12.3370055014,3.0,438.0
p,-0.0565133120227,-0.998401845734,153.212271049,1.10714871779,73.2461603089,-0.0819155567295,-0.996639273542,260.590604767,-17.2787595947,17.2787595947,13.5707060515,3.0,375.0
p,-0.0611100632795,-0.998131033565,156.387339641,1.10714871779,65.06919394,-0.0461047666084,-0.998936609849,274.516603352,-16.4933614313,16.4933614313,12.9538557764,3.0,375.0
p,-0.0712470499879,-0.997458699831,171.56339936,1.2490457724,76.0065786626,-0.0131567558703,-0.999913446142,286.755828403,-18.0641577581,18.0641577581,14.1875563266,2.0,500.0
p,-0.0975714240314,-0.99522852512,227.308160874,1.10714871779,106.531685427,-0.168963815111,-0.985622254813,381.068422699,-20.4203522483,20.4203522483,16.0381071518,3.0,500.0
p,0.768221279597,-0.640184399664,155.241746963,1.10714871779,55.2268050859,0.8510360128,-0.525107327047,491.009228404,-26.5616405009,31.9175305901,26.4928727606,3.0,1703.0
p,1.0,0.0,110.63905278,0.785398163397,32.2800247831,0.960346226754,-0.278810194864,309.489739697,-8.05137719382,20.8664577973,17.9084922848,1.0,1313.0
p,0.110431526075,-0.993883734674,148.033779929,1.10714871779,88.6002257333,0.34988624175,-0.936792195652,235.697087959,-15.7079632679,15.7079632679,12.3370055014,1.0,703.0
q,-0.986393923832,-0.164398987305,187.771137292,1.10714871779,127.062976512,0.0314804525269,0.999504367729,436.510224483,-4.71238898038,4.71238898038,3.70110165041,3.0,625.0
q,-0.846636549211,0.532171545218,167.296144606,0.785398163397,107.837841225,0.324561393315,0.945864631948,383.554350945,-8.63937979737,8.63937979737,6.78535302575,2.0,687.0
q,-0.999753177832,-0.0222167372851,149.402141886,1.10714871779,81.0061726043,-0.0123447382817,0.999923800815,357.818566551,-5.03413953478,6.60493586158,5.54373020879,3.0,656.0
q,-0.766191543126,0.642612261976,140.890028036,1.10714871779,96.1665222414,0.291161615783,0.956673880429,303.171290068,-7.85398163397,9.42477796077,7.40220330082,2.0,688.0
q,-0.991227900683,0.132163720091,151.211772029,1.10714871779,98.005101908,0.142849706061,0.989744391991,337.323016323,-6.74683291618,13.6735193322,11.0953826844,1.0,859.0
q,-0.993408935871,0.114624107985,161.913557184,1.10714871779,93.5360892918,0.106910606117,0.994268636888,418.389563083,-6.28318530718,7.85398163397,6.16850275068,1.0,781.0
q,-0.851658316705,0.524097425664,119.436175424,1.10714871779,77.0259696466,0.0259652687162,0.999662845574,276.344656531,-10.6738237332,12.24462006,10.1960191925,3.0,781.0
q,-0.316227766017,-0.948683298051,136.165340671,1.10714871779,89.0898422942,-0.0448984968095,0.99899155401,284.976603593,-7.85398163397,12.5663706144,9.86960440109,1.0,1406.0
